id,num,NAME,lat,lng
"2208132","386761829",BOB EVANS RESTAURANT,39.892400,-82.882100
"2295031","393916127",LAS MARGARITA'S,39.853300,-82.828300
"2713332","401597058",KROGER DELI,39.856000,-82.828200
"2713354","401597099",KROGER DELI,39.853900,-82.899300
"3032370","402970694",LOS MARIACHIS MEXICAN RSTRNT,39.853300,-82.892000
"4694315","416044350",CHIPOTLE MEXICAN GRILL,39.854900,-82.826000
"4885551","417772425",PUCCINI'S RESTAURANT,39.835000,-82.811100
"5187997","421999130",VILLAGE WINES & BISTRO,39.855200,-82.821200
"5188378","422002557",HARVEST MOON COFFEE HOUSE,39.843000,-82.805400
"5812869","426210031",PIZZA HUT,39.856200,-82.828200
"5926330","426820971",GRILLE LOVELLS,39.845500,-82.875900
"7175088","439579438",MASSEY'S PIZZA,39.851200,-82.828500
"8542768","576668891",SKYLINE CHILI,39.852700,-82.829500
"8928996","612054379",LONG JOHN SILVER'S,39.856100,-82.828200
"8929005","612054767",SUBWAY,39.852800,-82.823900
"9265851","641023072",WAFFLE HOUSE,39.875000,-82.883400
"9407207","651386237",O'CHARLEY'S,39.854100,-82.828300
"9418397","652125865",WAFFLE HOUSE,39.862000,-82.827600
"9761439","674856190",BURGER KING,39.851400,-82.828500
"9852213","681443495",GOLDEN CHINA,39.852000,-82.828500
"9852337","681450649",TACO BELL,39.856200,-82.828200
"9852838","681492997",WING STREET,39.852300,-82.828400
"10554014","705795905",JIMMY JOHN'S,39.852300,-82.828400
"10622950","706169725",SUBWAY,39.889200,-82.886800
"10846828","707281566",PANERA BREAD,39.854900,-82.825900
"10977690","708168808",PENN STATION EAST COAST SUBS,39.854100,-82.828600
"11778353","719145302",FLYERS PIZZA & SUBS,39.853300,-82.892000
"12689180","931563795",SUBWAY,39.854100,-82.829300
"12691001","932660210",ARBY'S,39.855400,-82.828200
"12720994","938211778",BOB EVANS RESTAURANT,39.856200,-82.828800
"12886412","963642699",DRAGON CHINA,39.854700,-82.830900
"13097198","986271161",DONATOS PIZZA,39.852500,-82.829000
"473828","137820601",ANGE'S PIZZA,39.915800,-82.863200
"473829","137820643",ARBY'S,39.923900,-82.880400
"473845","137821484",BURGER KING,39.921600,-82.879200
"473846","137821641",CAPTAIN D'S SEAFOOD,39.918700,-82.879700
"473852","137822102",CHURCH'S CHICKEN,39.915100,-82.880100
"473894","137826392",PADOVA'S PIZZA,39.917200,-82.872500
"473897","137826657",PIZZA HUT,39.923800,-82.881500
"473906","137827689",CHUCK E CHEESE'S,39.924100,-82.882200
"473915","137828752",WENDY'S,39.915100,-82.879700
"1036696","213027782",FAMILY GARDEN,39.914200,-82.883000
"1061042","215072141",PAPA JOHN'S PIZZA,39.922000,-82.879200
"1255195","232092916",SUBWAY,39.920100,-82.881400
"1429447","247939143",EASTLAND BUFFET,39.922200,-82.880800
"1689061","268875150",MINUTE MAN PIZZA,39.897000,-82.882400
"1993137","365355619",ICHIBAN JAPANESE STEAK HOUSE,39.923200,-82.879100
"2208218","386767040",WING STREET,39.923800,-82.881500
"2714550","401618159",KROGER DELI,39.913900,-82.877200
"2870752","402284087",FRISCH'S BIG BOY RESTAURANT,39.893400,-82.881100
"3217655","403645636",LENEHL'S RIBS SUPREME,39.919800,-82.881900
"3221136","403656665",ERAWAN THAI LLC,39.916300,-82.900600
"4165585","411887562",EL TACORIENDO,39.916600,-82.892900
"5125401","421684712",TROPICO RESTAURANTS LLC,39.919800,-82.881900
"5278163","422378907",J'S PASTRIES & SOUL FOOD,39.912700,-82.880800
"6041703","427300563",LUCKY'S BAR & GRILL,39.923800,-82.879100
"8009895","518854609",MC DONALD'S,39.898100,-82.881600
"8011860","519059398",STEAK ESCAPE,39.919800,-82.881900
"8258903","546410572",MY BIG FAT GYROS,39.915200,-82.862500
"9146753","629726480",WENDY'S,39.892800,-82.882100
"9387762","649901451",WHITE CASTLE,39.898000,-82.882900
"9756580","674653647",CAJUN EXPRESS,39.919800,-82.881900
"9842809","679965590",SONIC DRIVE-IN,39.896300,-82.882500
"10843250","707259554",MARK PI'S,39.920100,-82.881400
"11150399","710514650",OHAYA STEAK & SUSHI HOUSE,39.908900,-82.864300
"11455475","714253556",B T HOAGIES,39.908900,-82.864300
"11597660","715925349",JAM RESTAURANT LLC,39.892800,-82.882100
"11779483","719336174",SUBWAY,39.900100,-82.881400
"472256","137649588",BURGER KING,39.955300,-82.878400
"472331","137655726",PUCKERS,39.953700,-82.857500
"472368","137659314",WENDY'S,39.955200,-82.876500
"473332","137770467",BON-AIRE RESTAURANT & LOUNGE,39.945700,-82.878200
"473333","137770525",BRUCE LEE DRAGON RESTAURANT,39.945500,-82.894600
"473345","137771531",DONATOS PIZZA,39.953800,-82.877500
"473386","137775334",WENDY'S,39.945200,-82.888400
"473387","137775367",WHITE CASTLE,39.954700,-82.876600
"473899","137827093",RED LOBSTER,39.930800,-82.880100
"904878","181037102",MI MEXICO RESTAURANT,39.955000,-82.870200
"1195752","226258028",SUBWAY,39.954500,-82.860200
"1245341","231200676",M & M CHICKEN & FISH,39.945000,-82.889600
"1515886","254582372",LALIBELA BAR,39.953400,-82.877600
"1660712","266432251",LITTLE CAESARS PIZZA,39.955300,-82.881900
"2207868","386742282",TACO BELL,39.953100,-82.857900
"2620684","400796489",FISHER FISH & CHICKEN,39.945500,-82.897800
"3400414","404358958",MIKE'S CARRYOUT,39.945500,-82.877300
"3486489","404601736",JESSIE MAE'S CREOLE CUISINE,39.944400,-82.897600
"4831234","417446221",TACO BELL,39.925600,-82.880300
"5187793","421997245",BRANDING IRON GRILLE,39.935500,-82.874400
"6065008","427377651",ZEETO'S PIZZA BY THE SLICE,39.944800,-82.897900
"7578677","476480603",HUNAN GOURMET RESTAURANT,39.954500,-82.860600
"8011861","519059406",STEAK 'N SHAKE,39.925100,-82.880300
"8259033","546431818",KFC,39.955300,-82.879200
"9108621","626977136",CHEZ RAMA RESTAURANT,39.944400,-82.897700
"9161433","630857118",GOLDEN CORRAL BUFFET & GRILL,39.955400,-82.871000
"9407247","651389108",STOP 40,39.952300,-82.895700
"9407341","651396228",SOCIETY PAGE SUPPER CLUB,39.944400,-82.897700
"9605158","664421344",CJ'S CARRY OUT RESTAURANT,39.944800,-82.897900
"9852811","681491122",MASSEY'S PIZZA,39.955200,-82.856900
"10927187","707741945",MC DONALD'S,39.955400,-82.874000
"11099410","709215468",DINE-IN OR CARRY OUT,39.955300,-82.879200
"11624929","716697669",TITO'S PIZZA,39.936400,-82.898100
"12814374","950877514",SELAM,39.946600,-82.878100
"1230458","229264197",WENDY'S,39.906600,-82.823800
"1299082","236788667",HUNAN KING,39.907200,-82.823000
"1426701","247755408",SUBWAY,39.907200,-82.823000
"1949923","358665560",DONATOS PIZZA,39.909500,-82.822700
"2713327","401597050",KROGER DELI,39.908300,-82.823000
"2870744","402283998",LITTLE SICILY'S PIZZA HOUSE,39.918500,-82.832500
"3359500","404175035",SUPER GREEK,39.913000,-82.845600
"5175540","421914750",LITTLE SICILY'S CARRY OUT,39.918500,-82.832500
"6154327","427768712",SAHALIAN TEST,39.911300,-82.818100
"9755197","674591854",DABAKH RESTAURANT,39.920300,-82.843900
"9758387","674728076",PAPA JOE'S PIZZA,39.911400,-82.818900
"10469036","705253917",VAL'S OF THE CARIBBEAN,39.911300,-82.818100
"11566953","715537664",WINGSTOP,39.907400,-82.823000
"11597737","715925630",OLOJ ENTERPRISES INC,39.913000,-82.845500
"11787602","719671190",LITTLE CAESARS PIZZA,39.913000,-82.845500
"12173138","851463729",APPLEBEE'S,39.924100,-82.831200
"12814369","950876516",CHINA HOUSE-CANAL WINCHESTER,39.911300,-82.818800
"469792","137460341",ARBY'S,39.926100,-82.830700
"469815","137461919",DONATOS PIZZA,39.942700,-82.830300
"469885","137467262",WAFFLE HOUSE,39.926400,-82.831800
"473844","137821476",BURGER KING,39.940100,-82.830600
"473879","137825048",ANGELINA'S VILLA,39.943600,-82.849400
"473907","137827945",SUBWAY,39.941100,-82.829600
"905822","181318924",OUTBACK STEAKHOUSE,39.955500,-82.837100
"948819","205822042",EL CONDOR IMPORTS,39.939100,-82.831600
"1031134","212583447",TEXAS ROADHOUSE,39.954700,-82.839400
"1124547","220244495",ASIAN STAR CHINA BUFFET,39.924600,-82.830100
"1734664","303142020",MC DONALD'S,39.927800,-82.828100
"1778021","308077114",KFC,39.927800,-82.831600
"2016438","367288891",LITTLE CAESARS PIZZA,39.953600,-82.827500
"3404420","404371218",MC DONALD'S,39.954400,-82.827700
"3684819","406146251",HIBATCHI EXPRESS,39.953300,-82.837900
"4276779","413875237",CAJUN ISLAND,39.943300,-82.830100
"4277696","413895755",FIESTA PARADISE WINGZ & GRILL,39.939300,-82.831600
"4303566","414396023",POBLANO'S,39.955500,-82.848500
"4303568","414396029",RAPHAEL'S SOUL FOOD CAFE,39.944600,-82.830200
"6593402","433908359",BOUDINS BISTRO & JAZZ LOUNGE,39.939100,-82.831600
"6669577","434609533",TACO BELL,39.954500,-82.826600
"7395785","459111639",GENJI JAPANESE STEAK HOUSE,39.937500,-82.830900
"7819350","498346394",BOSTON MARKET,39.927900,-82.829100
"7819486","498369586",WHITE CASTLE,39.930500,-82.835500
"7820145","498429141",GOLDEN CHINA,39.940800,-82.829500
"8543181","576713879",CHIPOTLE MEXICAN GRILL,39.928000,-82.829800
"8770326","598514339",CITY BARBEQUE,39.954200,-82.839100
"8928532","612012468",A & B MARKET,39.943700,-82.849600
"9407165","651382335",EASTERN PALACE RESTAURANT,39.942500,-82.831900
"9407431","651403156",MINUTEMAN PIZZA,39.926200,-82.826900
"9852211","681443446",FUNNY GREEK,39.942400,-82.830800
"10878066","707406473",BURRITO LOCO,39.952900,-82.829400
"11112281","709539185",BRICE PARK SMOKE SHOP & CRRYT,39.927000,-82.829200
"11456360","714269093",SUBWAY,39.946200,-82.848100
"11456505","714271636",CHECKERS DRIVE-IN RESTAURANT,39.954500,-82.833200
"11717879","718164113",MEKONG FUSION FINE ASIAN CSN,39.937800,-82.829900
"12173131","851462879",POPEYE'S LOUISIANA KITCHEN,39.940600,-82.829500
"12173161","851465641",RALLY'S HAMBURGERS,39.954500,-82.833200
"12173165","851466201",SUBWAY,39.927000,-82.829200
"12173923","851548024",DOMINO'S,39.954800,-82.832600
"12173939","851552372",TEE JAYE'S COUNTRY PLACE,39.936800,-82.831000
"12173970","851556407",BOB EVANS RESTAURANT,39.955200,-82.839100
"12173974","851557348",TACO BELL,39.927900,-82.829500
"12720466","938145141",WAFFLE HOUSE,39.936800,-82.829900
"469791","137460333",ARBY'S,39.954800,-82.812400
"469825","137463055",HICKORY HOUSE RESTAURANT,39.954700,-82.809500
"469838","137464095",JILLY'S SALOON,39.955400,-82.814300
"469846","137464467",JUST OFF MAIN,39.954500,-82.815700
"469883","137467197",VICK'S GOURMET PIZZA,39.955100,-82.802100
"469886","137467346",WENDY'S,39.954600,-82.816700
"472321","137655197",MASSEY'S PIZZA,39.955200,-82.809300
"899927","178529244",HAPPY DRAGON,39.955500,-82.802300
"1418604","247105422",PIZZA HUT,39.955300,-82.817300
"1830471","313497042",DOUBLE DRAGON CHINESE RSTRNT,39.955400,-82.813700
"2208217","386767032",WING STREET,39.955300,-82.817300
"2712871","401595010",KROGER DELI,39.955100,-82.811700
"3355331","404161938",HAPPY STAR,39.954900,-82.807200
"4532692","415458871",GENJI GO,39.954600,-82.822500
"4882765","417749063",LOVING HUT,39.941900,-82.819700
"5182375","421948972",SCALI RISTORANTE & DELI,39.952000,-82.805900
"5573581","425188116",BUCKEYE FRIED CHICKEN,39.942700,-82.820400
"7175087","439579437",NOE-BIXBY DONATOS,39.952000,-82.805900
"7578398","476452768",GRANDMAS PIZZA & PASTA,39.954900,-82.807400
"8542777","576669485",SUN TONG LUCK RESTAURANT,39.942800,-82.821500
"8580836","580534154",EL PORTAL MEXICAN RESTAURANT,39.954700,-82.810200
"9870892","682597950",LITTLE CAESARS PIZZA,39.954900,-82.806400
"11001016","708290184",SUBWAY,39.954900,-82.806500
"12886184","963622691",PAPA JOHN'S PIZZA,39.954800,-82.808900
"13096794","986231314",FAZOLI'S,39.955400,-82.814600
"1086657","217252683",SUBWAY,39.941700,-82.792800
"2017361","367350097",CHIPOTLE MEXICAN GRILL,39.941200,-82.790900
"3092303","403140537",FIVE GUYS BURGERS & FRIES,39.942100,-82.793000
"4884399","417762585",FIRST WATCH-PICKERINGTON,39.943000,-82.794000
"7820234","498443274",SCALI RISTORANTE & DELI,39.945200,-82.796100
"9457914","654933142",CULVER'S,39.944900,-82.794800
"9852305","681448544",NOODLES & CO,39.940700,-82.791900
"9979030","688923374",PENN STATION EAST COAST SUBS,39.942300,-82.793200
"948706","205812092",BUFFALO WILD WINGS GRILL & BAR,39.985900,-83.151000
"1482294","251941159",CULVER'S,39.981400,-83.146200
"1850925","315283747",PERKINS RESTAURANT & BAKERY,39.979700,-83.151200
"2207949","386748131",SUBWAY,39.982900,-83.145900
"3226876","403674937",MIKADO JAPANESE RESTAURANT,39.983200,-83.147400
"3367820","404200986",FIVE GUYS BURGERS & FRIES,39.982700,-83.150700
"3409217","404385793",PANERA BREAD,39.982700,-83.150700
"4311435","414428886",FIREHOUSE SUBS,39.982300,-83.152000
"4319869","414454939",HOT HEAD BURRITOS,39.982300,-83.151900
"4517399","415423579",IHOP RESTAURANT,39.981800,-83.152700
"5080102","421196773",WILD GINGER,39.986500,-83.148600
"5224926","422149418",PIADA ITALIAN STREET FOOD,39.984700,-83.147600
"5386517","423559299",PANDA EXPRESS,39.984400,-83.150200
"5566716","425166103",GEORGES CORNER II TKT,39.982000,-83.150800
"5646206","425424491",OLIVE GARDEN ITALIAN RSTRNT,39.982000,-83.145300
"5913835","426744876",WENDY'S,39.980800,-83.151400
"5913836","426744892",MC DONALD'S,39.982200,-83.142500
"6069500","427411950",WINGSTOP,39.984700,-83.147600
"6132923","427696821",WHICH WICH SUPERIOR SANDWICHES,39.984700,-83.147600
"6280321","430963020",SUPREME BUFFET & HIBACHI,39.980100,-83.147800
"7578377","476450457",TACO BELL,39.985100,-83.150400
"7578378","476450465",WHITE CASTLE,39.983400,-83.150100
"7819326","498342443",CRACKER BARREL OLD COUNTRY STR,39.980500,-83.150800
"7819346","498345750",BOB EVANS RESTAURANT,39.974800,-83.151100
"9648469","667192298",MINELLI'S PIZZA,39.973000,-83.149900
"10983672","708201037",AVERAGE JOE'S PUB & GRILL,39.982300,-83.152300
"12499449","892088139",BURGER KING,39.981700,-83.149000
"12708019","936227230",ARBY'S,39.982800,-83.150100
"12721581","938278157",FAZOLI'S,39.982300,-83.150100
"12814376","950877621",SUBWAY,39.983700,-83.147500
"12887672","963773981",DONATOS PIZZA,39.986300,-83.150500
"13054736","982530008",STEAK 'N SHAKE,39.973600,-83.150900
"13096477","986204675",APPLEBEE'S,39.985100,-83.152600
"13096483","986205276",OUTBACK STEAKHOUSE,39.986700,-83.151700
"1384144","244060901",SUBWAY,40.016900,-83.157900
"1434851","248291452",CHIPOTLE MEXICAN GRILL,39.989200,-83.152200
"1452941","249814617",RED ROBIN GOURMET BURGERS,39.989700,-83.152300
"1574928","258920024",CHICK-FIL-A,39.991900,-83.152000
"1689062","268875192",EL VAQUERO MEXICAN RESTAURANT,39.988400,-83.150800
"2712771","401594834",KROGER DELI,40.002200,-83.153700
"2803713","402008249",SUNSHINE WOK,40.002600,-83.152300
"3226875","403674934",ESCAPE GRILLE,40.002900,-83.153300
"5187365","421993845",EAST OF CHICAGO,40.002600,-83.152600
"5656590","425455412",ROOSTERS,39.994500,-83.151200
"5706999","425702368",HARUKI EAST SUSHI,40.001500,-83.153600
"5826314","426266542",FRUITION CAFE',39.988000,-83.155200
"5915407","426757175",WAFFLE HOUSE,40.001900,-83.122600
"6889883","436544335",AL AMEER RESTAURANTS,40.003700,-83.152000
"6922592","436828790",A MATTER OF STEAK LLC,40.004500,-83.153200
"7578362","476449053",FLYERS PIZZA & SUBS,40.003800,-83.154400
"8258897","546410432",SKYLINE CHILI,39.988900,-83.150900
"8543277","576725626",TEXAS ROADHOUSE,39.987500,-83.150600
"9407230","651388035",SCRAMBLER MARIE'S,39.993300,-83.151000
"9560271","661547661",GOLDEN CHOPSTICKS,39.992400,-83.152500
"9669578","668986953",LITTLE CAESARS PIZZA,40.001800,-83.153600
"9910016","685049678",ANGE'S PIZZA HILLIARD,39.995300,-83.153100
"9948980","686992868",CHAPMAN FOODS,39.987100,-83.120100
"9986507","689205854",OLIVE TREE MEDITERRANEAN CAFE,40.017200,-83.157500
"10222041","700084659",BOB EVANS RESTAURANT,40.007400,-83.122900
"10544670","705751404",TOM + CHEE,39.989500,-83.151100
"11778359","719145617",FAMOSA LATINO SUPERMARKET,40.002600,-83.152400
"11800814","720152644",RAISING CANE'S,40.003400,-83.153100
"12174210","851594598",CHEF'S HOUSE,40.004400,-83.154400
"12690994","932658495",ROADHOUSE WINGS & GRILL,39.995600,-83.153100
"12721592","938279346",LUCKY'S GRILLE,40.002900,-83.150900
"12886076","963611454",WENDY'S,40.002200,-83.153600
"12886090","963612973",KFC,39.988200,-83.151800
"13127776","989218128",ROMEO'S PIZZA,40.016800,-83.157600
"2361445","399428630",BEEF'O'BRADY'S,40.032900,-83.180300
"3034875","402978285",MAMA MIMI'S TAKE 'N BAKE PIZZA,40.033500,-83.180100
"8839426","604981183",NEW GROUNDS COFFEEHOUSE,40.032900,-83.180000
"10146294","697100659",BUCCI PIZZIERA,40.040800,-83.179700
"10269918","700276485",NIDOVI PIZZA & MORE,40.077000,-83.180700
"10476098","705294491",BEST BUDS INC,40.032900,-83.180500
"468901","137407607",BENITO'S BACKSTREET PIZZERIA,40.032900,-83.157900
"468911","137408340",DOMINO'S,40.027700,-83.160300
"468931","137409520",MC DONALD'S,40.026800,-83.161200
"468936","137409892",OTIE'S TAVERN & GRILL,40.034200,-83.159600
"472850","137723771",DONATOS PIZZA,40.029400,-83.161500
"899002","178284402",STARLINER DINER,40.030600,-83.156300
"1459825","250251535",ABNER'S CASUAL DININGS,40.034600,-83.159200
"1751891","305451684",IACONO'S PIZZA RESTAURANT,40.031000,-83.152000
"1984772","364844993",GOLDEN CHINA EXPRESS,40.025800,-83.160000
"2039841","369466131",DI CARLO'S PIZZA,40.036300,-83.156400
"2521031","400399738",GALAXY RESTAURANT INC,40.030600,-83.156300
"4883411","417754861",DICARLO'S FAMOUS PIZZA,40.036300,-83.156400
"4883915","417758657",RICH'S GRILLED PIZZA,40.024600,-83.156600
"9560785","661571042",JET'S PIZZA,40.030400,-83.161200
"9905595","684712110",OLD BAG OF NAILS PUB,40.034900,-83.158800
"11086906","708935434",JIMMY JOHN'S,40.024200,-83.160900
"12173355","851485714",BURGER KING,40.027400,-83.160500
"12720325","938126497",LUIGI'S PIZZA,40.030200,-83.159800
"12720378","938134012",PAPA JOHN'S PIZZA,40.026000,-83.160100
"468947","137410924",WENDY'S,40.032200,-83.129900
"1495186","253066781",COTTAGE INN PIZZA,40.031600,-83.141900
"1528103","255447138",PENN STATION EAST COAST SUBS,40.031600,-83.135800
"2358105","399244946",CARRABBA'S ITALIAN GRILL,40.034400,-83.118900
"2712787","401594859",KROGER DELI,40.033000,-83.140700
"4276774","413875100",JERSEY MIKE'S SUBS,40.031600,-83.141800
"4303489","414395769",PIZZA HUT,40.032500,-83.137200
"6160796","427788001",PZZA HUT-WINGSTREET,40.032500,-83.137200
"6949621","437106696",LUNADA MEXICAN GRILL & CANTINA,40.032100,-83.118200
"7395564","459094868",TACO BELL,40.031900,-83.141300
"7819438","498361047",MEIN GRAND CHINA RESTAURANT,40.033100,-83.142700
"8000717","518034699",DAVE & BUSTER'S,40.028100,-83.120900
"8009435","518815196",ARBY'S,40.031900,-83.142700
"8928992","612054098",LUBY'S,40.034400,-83.120000
"10019516","690851662",LOUIE'S GRILL,40.031700,-83.135300
"10504725","705462752",MC DONALD'S,40.033200,-83.129000
"10589737","705995345",MC DONALD'S,40.032900,-83.130900
"11000633","708289285",SUBWAY,40.032500,-83.136800
"12173343","851484451",BOB EVANS RESTAURANT,40.033300,-83.128200
"13096482","986205235",MAX & ERMA'S RESTAURANT,40.032100,-83.130600
"895636","177364080",TACO BELL,40.076700,-83.126400
"902941","180202095",ROMANO'S MACARONI GRILL,40.076800,-83.132200
"1032839","212719884",SUBWAY,40.076500,-83.129000
"1200877","226699015",P F CHANG'S CHINA BISTRO,40.076700,-83.133100
"1245262","231191404",YOSHI'S JAPANESE RESTAURANT,40.070900,-83.119300
"1331176","239286651",BONEFISH GRILL,40.070400,-83.118600
"1550802","257064634",CHIPOTLE MEXICAN GRILL,40.077000,-83.131400
"1867646","316617315",WINDCHIMES CHINESE RESTAURANT,40.070000,-83.119200
"2162783","382368074",CRENO'S PIZZA,40.073400,-83.122700
"2208530","386813695",RIVERCITY GRILLE RESTAURANT,40.078100,-83.131400
"3077185","403084014",STIRFRY 88,40.076000,-83.128600
"3077731","403086634",LUNA PIZZA KITCHEN,40.075000,-83.141700
"3484162","404594254",DI BELLA'S OLD FASHIONED SUBS,40.076500,-83.126800
"4303554","414395977",BJ'S RESTAURANT & BREWHOUSE,40.076100,-83.132400
"4303569","414396031",RONIN RESTAURANT,40.077500,-83.131800
"4979805","420197961",GIANTIS PIZZERIA LLC,40.077700,-83.161500
"5794479","426068324",NORI JAPAN,40.076000,-83.128600
"5826317","426266545",FRUITION CAFE',40.071200,-83.136000
"7128103","439291430",CHARLEY'S PHILLY STEAKS,40.076500,-83.128900
"7395963","459125787",WENDY'S,40.076000,-83.129400
"7819353","498346626",BOSTON MARKET,40.077000,-83.128900
"8259381","546481292",STEAK 'N SHAKE,40.076200,-83.141000
"8542749","576667513",MC DONALD'S,40.077000,-83.130200
"8929001","612054619",QUIZNOS,40.075500,-83.142800
"8929002","612054734",SUBWAY,40.073900,-83.138000
"9312062","644084972",SUBWAY,40.075500,-83.142000
"9801664","677415473",NOODLES & CO,40.077400,-83.131900
"10227405","700097750",CURRY N GRILL,40.070400,-83.118600
"10552227","705784972",PANDA WOK,40.071900,-83.122900
"10650679","706322900",RUSTY BUCKET RESTAURANT & TVRN,40.068000,-83.137100
"10742676","706688651",SCRAMBLER MARIE'S BREAKFAST,40.068000,-83.137100
"10797420","706981928",CHILITOS TOO INC,40.076000,-83.128600
"10837681","707161712",BARRY BAGELS,40.070900,-83.119100
"11028176","708346320",VILLA FRESH ITALIAN KITCHEN,40.076000,-83.128600
"11210653","710986167",DUB PUB,40.070700,-83.118600
"11482078","714693553",TWEETERS WINGS LLC,40.073400,-83.122600
"12721098","938219995",YOGI'S BAR & GRILL,40.072700,-83.123300
"12885974","963604228",PANERA BREAD,40.076000,-83.128600
"12885986","963605167",BOB EVANS RESTAURANT,40.077000,-83.129300
"13096199","986172641",BIG EASY CAJUN,40.076000,-83.128600
"13096213","986173433",CHICK-FIL-A,40.076000,-83.128600
"13096216","986173573",UNO PIZZERIA & GRILL,40.074600,-83.139400
"13096221","986173862",SBARRO,40.076000,-83.128600
"13096366","986190106",HOUSE OF JAPAN,40.077400,-83.134200
"13096371","986190866",LONGHORN STEAKHOUSE,40.079300,-83.131000
"471653","137596540",SUBWAY,39.958500,-83.092600
"471662","137597035",WAFFLE HOUSE,39.971600,-83.097500
"473469","137783684",TACO BELL,39.959000,-83.092800
"1061045","215072471",CASA DI PIZZA,39.986300,-83.075700
"1711862","300757630",DING HO RESTAURANT,39.955600,-83.110000
"1836165","314030610",SPIROS,39.986000,-83.075400
"2714530","401618116",KROGER DELI,39.956500,-83.096900
"4163857","411858824",OHIO MUAY THAI ACADEMY,39.972300,-83.108700
"4278302","413908939",OHIO MUAY THAI ACAD-WEST SIDE,39.964000,-83.089700
"5566712","425166092",ANA MOLYS,39.980300,-83.107900
"7128113","439291452",PIADA,39.974200,-83.114400
"7578572","476470232",MINELLIS PIZZA,39.977500,-83.102100
"8258929","546413840",TWIN SUNLIGHT,39.986900,-83.107700
"9675231","669232456",SUBWAY,39.979100,-83.103100
"12170329","851048504",HOMETOWN BUFFET,39.957100,-83.098900
"13097707","986320760",MC DONALD'S,39.971500,-83.098500
"473039","137745774",EL VAQUERO MEXICAN RESTAURANT,39.999800,-83.076900
"948697","205811243",BOB EVANS RESTAURANT,40.000100,-83.077100
"948885","205827140",ZUPPA UPPER ARLINGTON,40.015900,-83.106400
"1734654","303141683",CHEF-O-NETTE RESTAURANT,40.013300,-83.068900
"3874603","408468596",POINTE TAVERN,39.995200,-83.072300
"5794420","426068134",AL SAFA HALAL MEAT,39.987100,-83.108600
"7578838","476495817",SUBWAY,39.995100,-83.072000
"8258882","546409145",OLD BAG OF NAILS,40.013300,-83.069000
"8542751","576667612",MORETTIS OF ARLINGTON,40.013300,-83.069200
"8543165","576712731",EASTERN BAY,39.997100,-83.074300
"8623032","584477038",WENDY'S,40.001400,-83.111700
"9407382","651399628",SAN MARGARITA,39.993700,-83.084000
"12171936","851323956",SPARANO'S PIZZA,39.992800,-83.092000
"472139","137639779",D K DINER,39.985200,-83.051700
"472187","137644035",PANZERA'S PIZZA,39.985400,-83.044500
"472220","137645834",COWTOWN PIZZA,39.985600,-83.044800
"472810","137719100",WENDY'S,39.973500,-83.046600
"473090","137751889",BURGER KING,39.957800,-83.038900
"473123","137754537",WHITE CASTLE,39.957200,-83.042000
"948629","205804412",PANERA BREAD,39.984500,-83.045100
"1505690","253733240",SUBWAY,39.957400,-83.042000
"2162782","382368033",Z CUCINA DI SPIRITO,39.985700,-83.044600
"3323310","404014692",MATT THE MILLERS TAVERN,39.986200,-83.044600
"3510016","404686333",PEKING WOK,39.957300,-83.040900
"4883223","417753030",RANCHO ALEGRE,39.972500,-83.044900
"5706610","425697963",PASSPORT CAFE & CATERING,39.979800,-83.063000
"5794421","426068137",ALADDIN'S EATERY,39.986900,-83.044700
"6847245","436056567",YATS GRANDVIEW,39.986000,-83.044600
"6922593","436828796",R O C LTD,39.971100,-83.042700
"6962007","437187089",UNCLE NICK'S FAMOUS GREEK,39.985500,-83.040400
"7128108","439291438",IMPERIAL GARDEN RESTAURANT,39.961100,-83.037500
"7179833","439591885",ZOUP! FRESH SOUP CO,39.986200,-83.042700
"7395660","459102505",SPAGIO WINE LOUNGE,39.984300,-83.044900
"7395661","459102521",FIGLIO,39.985700,-83.045100
"7396010","459129722",CATERERS THREE,39.985200,-83.051700
"7578847","476496401",TACO BELL,39.957200,-83.042100
"8637939","585846397",ALADDIN'S EATERY,39.986900,-83.044800
"9407784","651438079",RCO LIMITED,39.971100,-83.042700
"10149767","697237055",3RD & HOLLYWOOD,39.985000,-83.044000
"10271338","700282649",JIE GOOD TASTING,39.986500,-83.045000
"10317533","700529552",LA TAVOLA,39.982100,-83.049600
"10665525","706406003",ZPIZZA,39.985600,-83.044800
"10727933","706615685",LOCAL CANTINA,39.986800,-83.045000
"11214140","711012237",WOODLAND'S TAVERN,39.985000,-83.037600
"11341576","712256661",AVENUE STEAK TAVERN,39.984500,-83.045100
"11791273","719799892",HELLAS GRILL EXPRESS,39.985500,-83.040400
"12170295","851040584",MC DONALD'S,39.956500,-83.042300
"12759970","943983585",WENDY'S,39.957700,-83.040100
"12886950","963695945",GRANDAD'S PIZZA,39.985000,-83.039100
"13098182","986363992",GRANDVIEW CAFE,39.985000,-83.044600
"13098683","986409399",SMOKEHOUSE BREWING CO,39.974200,-83.049000
"13159791","992726539",ARBY'S,39.956200,-83.042000
"472559","137683686",BETTY'S BAR,39.967500,-83.013700
"472754","137709986",PHILLIP'S ORIGINAL CONEY IS,39.960900,-83.012800
"473098","137752747",FLORENTINE RESTAURANT,39.959100,-83.024800
"473105","137753190",JOSIE'S PIZZA,39.959400,-83.026100
"948767","205817943",KATALINA'S CAFE CORNER,39.983700,-83.015800
